Year,Month,Country,Area,Type,Age,Sex,Activity,Fatal (Y/N)
1999,09,USA,Florida,Provoked,7,M,Wading,N
1999,08,USA,Florida,Unprovoked,28,M,Surfing,N
1999,08,USA,North Carolina,Unprovoked,Unknown,M,Surfing,N
1999,08,USA,Florida,Unprovoked,17,M,Surfing,N
1999,08,USA,Florida,Unprovoked,62,M,Surfing,N
1999,07,SOUTH AFRICA,Western Cape Province,Unprovoked,42,M,Surfing,N
1999,07,USA,Hawaii,Unprovoked,43,M,Surfing,N
1999,07,SOUTH AFRICA,Western Cape Province,Unprovoked,14,M,Surfing,Y
1999,07,USA,South Carolina,Unprovoked,Unknown,M,Unknown,N
1999,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,29,M,Surfing,N
1999,06,USA,Florida,Unprovoked,21,M,Surfing,N
1999,06,USA,Florida,Unprovoked,41,M,Swimming,N
1999,05,AUSTRALIA,South Australia,Unprovoked,22,M,Surfing,Y
1999,04,USA,Florida,Unprovoked,14,M,Surfing,N
1999,03,NEW CALEDONIA,Loyalty Islands,Unprovoked,Unknown,M,Spearfishing,N
1999,02,AUSTRALIA,New South Wales,Unprovoked,35,M,Surfing,N
1999,02,USA,Florida,Unprovoked,25,M,Surfing,N
1999,01,AUSTRALIA,Northern Territory,Invalid,37,F,Fishing,N
1998,12,USA,Florida,Provoked,19,M,Surfing,N
1998,12,AUSTRALIA,South Australia,Unprovoked,21,F,Standing,N
1998,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,18,M,Surfing,N
1998,12,AUSTRALIA,South Australia,Unprovoked,21,F,Surfing,N
1998,11,USA,Florida,Unprovoked,9,M,Swimming,Y
1998,11,USA,Florida,Unprovoked,14,M,Surfing,N
1998,11,USA,Florida,Unprovoked,13,M,Walking,N
1998,11,USA,Oregon,Unprovoked,32,M,Surfing,N
1998,10,USA,Florida,Unprovoked,17,F,Swimming,N
1998,10,SOUTH AFRICA,Eastern Cape Province,Unprovoked,30,M,Surfing,N
1998,10,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1998,10,USA,Florida,Unprovoked,28,M,Unknown,N
1998,09,USA,Florida,Unprovoked,6,M,Surfing,N
1998,09,USA,Florida,Unprovoked,18,M,Surfing,N
1998,09,USA,Florida,Unprovoked,28,M,Surfing,N
1998,08,USA,Florida,Unprovoked,26,M,Surfing,N
1998,08,USA,California,Unprovoked,16,M,Surfing,N
1998,08,USA,Virginia,Unprovoked,Unknown,M,Spearfishing,N
1998,08,SOUTH AFRICA,Western Cape Province,Unprovoked,24,M,Spearfishing,N
1998,07,USA,Florida,Unprovoked,13,M,Surfing,N
1998,07,SOUTH AFRICA,Western Cape Province,Unprovoked,47,M,Wading,N
1998,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,N
1998,07,SOUTH AFRICA,Western Cape Province,Unprovoked,10,M,Surfing,N
1998,06,USA,Florida,Unprovoked,18,M,Surfing,N
1998,06,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
1998,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,17,M,Surfing,N
1998,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,15,M,Surfing,N
1998,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,N
1998,05,USA,Florida,Unprovoked,40,M,Surfing,N
1998,05,USA,Florida,Unprovoked,14,F,Swimming,N
1998,05,SOUTH AFRICA,Western Cape Province,Unprovoked,22,M,Surfing,N
1998,04,USA,Florida,Provoked,16,M,Diving,N
1998,03,USA,Florida,Unprovoked,40,M,Swimming,N
1998,02,USA,Florida,Unprovoked,Unknown,M,Swimming,N
1998,01,AUSTRALIA,New South Wales,Invalid,31,M,Spearfishing,Y
1998,01,NEW CALEDONIA,South Province,Unprovoked,Unknown,M,Surfing,N
1998,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,21,M,Surfing,N
1998,01,AUSTRALIA,South Australia,Unprovoked,Unknown,M,Surfing,N
1998,01,MOZAMBIQUE,Maputo Province,Unprovoked,23,M,Surfing,N
1997,12,SOUTH AFRICA,Western Cape Province,Unprovoked,39,M,Spearfishing,Y
1997,12,USA,Florida,Invalid,29,F,Unknown,N
1997,12,USA,Florida,Unprovoked,8,M,Swimming,N
1997,11,USA,Florida,Unprovoked,32,M,Swimming,N
1997,11,AUSTRALIA,New South Wales,Invalid,21,M,Unknown,Y
1997,10,AUSTRALIA,Western Australia,Unprovoked,51,M,Surfing,N
1997,10,USA,Florida,Unprovoked,23,M,Surfing,N
1997,10,USA,Florida,Unprovoked,12,M,Surfing,N
1997,10,USA,Florida,Unprovoked,14,F,Swimming,N
1997,09,USA,Florida,Unprovoked,12,M,Surfing,N
1997,09,USA,Florida,Unprovoked,17,Unknown,Surfing,N
1997,09,USA,Florida,Unprovoked,20,M,Surfing,N
1997,08,USA,Florida,Unprovoked,18,M,Surfing,N
1997,08,EGYPT,Red Sea,Unprovoked,17,M,Fishing,N
1997,08,EGYPT,Red Sea,Unprovoked,16,M,Fishing,Y
1997,08,USA,Florida,Unprovoked,17,M,Surfing,N
1997,08,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1997,08,USA,Texas,Unprovoked,10,F,Wading,N
1997,08,USA,Florida,Unprovoked,17,M,Surfing,N
1997,07,AUSTRALIA,Queensland,Unprovoked,19,M,Surfing,N
1997,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,25,M,Surfing,Y
1997,07,USA,South Carolina,Unprovoked,50,M,Standing,N
1997,06,USA,Florida,Unprovoked,18,M,Surfing,N
1997,05,USA,Florida,Unprovoked,35,M,Spearfishing,N
1997,05,USA,Florida,Unprovoked,34,M,Surfing,N
1997,05,USA,Florida,Unprovoked,12,M,Surfing,N
1997,05,BAHAMAS,Abaco Islands,Unprovoked,54,M,Spearfishing,N
1997,05,BAHAMAS,Abaco Islands,Unprovoked,Unknown,M,Spearfishing,N
1997,02,AUSTRALIA,Queensland,Unprovoked,21,F,Swimming,N
1997,02,AUSTRALIA,Queensland,Unprovoked,30,M,Diving,N
1997,02,USA,Hawaii,Unprovoked,Unknown,M,Unknown,UNKNOWN
1997,01,AUSTRALIA,Queensland,Unprovoked,27,M,Snorkeling,N
1997,01,AUSTRALIA,Western Australia,Unprovoked,41,M,Surfing,Y
1996,12,AUSTRALIA,Queensland,Unprovoked,18,M,Surfing,UNKNOWN
1996,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
1996,11,USA,California,Unprovoked,45,M,Surfing,N
1996,11,USA,Florida,Unprovoked,26,M,Surfing,N
1996,10,USA,California,Unprovoked,22,M,Surfing,N
1996,10,USA,Florida,Unprovoked,21,M,Surfing,N
1996,10,USA,California,Unprovoked,31,M,Surfing,N
1996,09,USA,Florida,Unprovoked,14,M,Swimming,N
1996,09,USA,Florida,Unprovoked,5,M,Standing,N
1996,09,USA,South Carolina,Invalid,28,F,Surfing,N
1996,09,SOUTH AFRICA,KwaZulu-Natal,Provoked,29,M,Spearfishing,N
1996,07,USA,Florida,Unprovoked,8,F,Standing,N
1996,07,USA,Massachusetts,Unprovoked,46,M,Swimming,N
1996,07,USA,Florida,Unprovoked,9,M,Swimming,N
1996,07,USA,Hawaii,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1996,07,USA,Florida,Unprovoked,18,M,Unknown,N
1996,07,USA,Florida,Unprovoked,63,F,Standing,N
1996,06,USA,South Carolina,Unprovoked,24,F,Surfing,N
1996,06,AUSTRALIA,Victoria,Unprovoked,Unknown,M,Surfing,N
1996,06,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Surfing,N
1996,05,SOUTH AFRICA,Western Cape Province,Unprovoked,17,M,Surfing,N
1996,05,USA,Florida,Unprovoked,22,M,Surfing,N
1996,05,USA,Florida,Unprovoked,27,M,Surfing,N
1996,04,USA,Hawaii,Unprovoked,Unknown,M,Unknown,UNKNOWN
1996,04,AUSTRALIA,New South Wales,Unprovoked,11,M,Swimming,N
1996,04,AUSTRALIA,New South Wales,Unprovoked,16,F,Swimming,N
1996,02,PAPUA NEW GUINEA,Madang Province,Unprovoked,Unknown,M,Unknown,Y
1996,02,PAPUA NEW GUINEA,Madang Province,Unprovoked,Unknown,Unknown,Unknown,N
1996,02,AUSTRALIA,New South Wales,Unprovoked,7,M,Swimming,N
1996,01,USA,Florida,Provoked,33,M,Wading,N
1996,01,AUSTRALIA,Queensland,Unprovoked,13,F,Swimming,N
1996,01,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1995,12,USA,Hawaii,Unprovoked,Unknown,M,Unknown,UNKNOWN
1995,11,USA,Hawaii,Invalid,Unknown,M,Unknown,N
1995,11,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1995,10,USA,Florida,Unprovoked,13,M,Surfing,N
1995,10,USA,Florida,Unprovoked,17,M,Surfing,N
1995,10,USA,Florida,Unprovoked,39,M,Surfing,N
1995,09,USA,Florida,Unprovoked,14,M,Surfing,N
1995,09,USA,Florida,Unprovoked,17,M,Surfing,N
1995,09,USA,California,Unprovoked,25,M,Surfing,N
1995,09,USA,Florida,Unprovoked,19,M,Surfing,N
1995,09,USA,Florida,Unprovoked,19,F,Swimming,N
1995,09,USA,Florida,Unprovoked,25,M,Diving,Y
1995,09,USA,North Carolina,Invalid,9,M,Swimming,N
1995,08,USA,Florida,Unprovoked,19,M,Surfing,N
1995,08,USA,Florida,Unprovoked,16,M,Surfing,N
1995,08,USA,Florida,Unprovoked,18,M,Surfing,N
1995,08,USA,North Carolina,Unprovoked,16,M,Swimming,N
1995,08,USA,North Carolina,Unprovoked,23,M,Swimming,N
1995,08,USA,Florida,Unprovoked,19,M,Surfing,N
1995,08,USA,North Carolina,Unprovoked,Unknown,Unknown,Diving,N
1995,08,USA,Florida,Unprovoked,20,M,Wading,N
1995,08,USA,North Carolina,Invalid,15,M,Swimming,Y
1995,08,USA,Florida,Unprovoked,20,M,Surfing,N
1995,08,USA,Florida,Unprovoked,12,M,Surfing,N
1995,08,USA,California,Invalid,Unknown,M,Diving,N
1995,07,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1995,07,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1995,07,USA,Florida,Unprovoked,18,M,Surfing,N
1995,07,USA,Florida,Unprovoked,18,M,Standing,N
1995,07,USA,South Carolina,Unprovoked,12,M,Unknown,N
1995,07,USA,South Carolina,Unprovoked,7,F,Swimming,N
1995,07,USA,Florida,Unprovoked,47,M,Surfing,N
1984,11,SOUTH AFRICA,Eastern Cape Province,Unprovoked,14,M,Surfing,N
1995,07,USA,Texas,Unprovoked,34,M,Surfing,N
1995,06,USA,California,Unprovoked,Unknown,F,Kayaking,N
1995,06,USA,South Carolina,Unprovoked,Unknown,M,Surfing,N
1995,06,USA,Florida,Unprovoked,45,M,Swimming,N
1995,06,USA,Florida,Unprovoked,10,F,Swimming,N
1995,06,USA,Hawaii,Unprovoked,38,M,Swimming,N
1995,05,USA,Florida,Unprovoked,15,M,Surfing,N
1995,05,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1995,04,USA,Florida,Invalid,12,M,Unknown,N
1995,04,USA,Florida,Unprovoked,20,M,Unknown,N
1995,04,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Diving,N
1995,03,AUSTRALIA,South Australia,Unprovoked,35,M,Surfing,N
1995,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,22,M,Swimming,N
1995,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,14,M,Swimming,Y
1994,12,SOUTH AFRICA,Western Cape Province,Unprovoked,26,M,Surfing,N
1994,11,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Spearfishing,N
1994,11,USA,Hawaii,Unprovoked,Unknown,Unknown,Surfing,N
1994,10,USA,Florida,Provoked,9,F,Wading,N
1994,10,USA,Florida,Unprovoked,16,M,Surfing,N
1994,09,USA,South Carolina,Unprovoked,30,F,Swimming,N
1994,09,USA,Oregon,Unprovoked,43,M,Surfing,N
1994,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,22,M,Surfing,Y
1994,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,31,M,Surfing,N
1994,07,USA,Florida,Unprovoked,15,M,Surfing,N
1994,06,BAHAMAS,Grand Bahama Island,Unprovoked,30,M,Spearfishing,N
1994,05,USA,Florida,Unprovoked,24,M,Surfing,N
1994,05,USA,Florida,Unprovoked,28,M,Surfing,N
1994,05,USA,Florida,Unprovoked,35,M,Spearfishing,N
1994,05,USA,Florida,Unprovoked,36,F,Wading,N
1994,05,USA,Florida,Unprovoked,26,M,Wading,N
1994,05,USA,Florida,Unprovoked,22,M,Surfing,N
1994,04,USA,California,Invalid,25,F,Unknown,Y
1994,04,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Spearfishing,Y
1994,02,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Spearfishing,N
1994,02,USA,Florida,Unprovoked,23,M,Surfing,N
1994,02,USA,Hawaii,Provoked,Unknown,M,Fishing,N
1994,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,15,M,Surfing,N
1994,02,NEW CALEDONIA,South Province,Unprovoked,Unknown,Unknown,Fishing,Y
1994,01,USA,Hawaii,Unprovoked,Unknown,M,Surfing,Y
1994,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,44,M,Surfing,N
1994,01,AUSTRALIA,Western Australia,Boat,Unknown,Unknown,Fishing,N
1994,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,33,M,Swimming,N
1993,12,USA,Hawaii,Unprovoked,Unknown,M,Surfing,Y
1993,11,USA,Florida,Unprovoked,30,M,Swimming,N
1993,10,USA,California,Unprovoked,26,M,Surfing,N
1993,10,USA,Florida,Unprovoked,26,F,Swimming,N
1993,10,USA,California,Boat,34,F,Kayaking,N
1993,10,USA,Hawaii,Unprovoked,Unknown,Unknown,Surfing,N
1993,09,SOUTH AFRICA,Western Cape Province,Unprovoked,36,M,Spearfishing,N
1993,09,USA,Florida,Unprovoked,19,M,Wading,N
1993,09,USA,Florida,Unprovoked,16,M,Unknown,N
1993,08,USA,Florida,Unprovoked,13,Unknown,Surfing,N
1993,08,AUSTRALIA,Western Australia,Boat,Unknown,Unknown,Fishing,N
1993,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,28,M,Surfing,N
1993,06,MEXICO,Quintana Roo,Unprovoked,42,F,Diving,Y
1993,06,AUSTRALIA,New South Wales,Unprovoked,31,M,Diving,Y
1993,06,USA,North Carolina,Unprovoked,60's,F,Swimming,N
1993,04,AUSTRALIA,Tasmania,Invalid,32,M,Spearfishing,N
1993,03,JAPAN,Ehime Prefecture,Unprovoked,Unknown,Unknown,Unknown,N
1993,03,NEW CALEDONIA,South Province,Unprovoked,Unknown,Unknown,Swimming,N
1993,02,AUSTRALIA,Queensland,Provoked,69,M,Fishing,N
1993,01,AUSTRALIA,Queensland,Unprovoked,21,M,Spearfishing,N
1993,01,USA,Oregon,Unprovoked,29,M,Surfing,N
1992,11,USA,Florida,Unprovoked,19,M,Surfing,N
1992,11,USA,Florida,Unprovoked,24,M,Surfing,N
1992,11,USA,California,Boat,46,M,Kayaking,N
1992,11,USA,Florida,Unprovoked,17,M,Surfing,N
1992,11,USA,Hawaii,Unprovoked,18,M,Surfing,Y
1992,10,USA,Hawaii,Unprovoked,28,M,Surfing,N
1992,10,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Diving,N
1992,10,AUSTRALIA,Queensland,Unprovoked,28,M,Surfing,Y
1992,09,USA,Oregon,Unprovoked,20,M,Surfing,N
1992,09,USA,Florida,Unprovoked,18,F,Standing,N
1992,09,USA,Florida,Unprovoked,Unknown,M,Fishing,N
1992,08,AUSTRALIA,South Australia,Unprovoked,17,M,Surfing,N
1992,08,USA,California,Unprovoked,22,M,Surfing,N
1992,08,USA,Florida,Provoked,26,M,Snorkeling,N
1992,07,USA,Florida,Unprovoked,42,F,Standing,N
1992,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,35,M,Surfing,N
1992,03,AUSTRALIA,Victoria,Unprovoked,17,M,Surfing,N
1992,02,USA,Hawaii,Unprovoked,Unknown,M,Surfing,Y
1992,02,AUSTRALIA,Tasmania,Invalid,19,M,Surfing,N
1992,01,AUSTRALIA,New South Wales,Unprovoked,19,M,Surfing,N
1992,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,19,M,Swimming,N
1992,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,36,M,Spearfishing,N
1992,01,JAPAN,Ehime Prefecture,Unprovoked,Unknown,M,Unknown,N
1991,11,USA,Hawaii,Unprovoked,41,F,Snorkeling,Y
1991,11,USA,Hawaii,Unprovoked,Unknown,F,Snorkeling,N
1991,11,USA,Florida,Provoked,Unknown,M,Fishing,N
1991,11,AUSTRALIA,Western Australia,Unprovoked,14,M,Surfing,N
1991,10,USA,Florida,Unprovoked,21,M,Surfing,N
1991,10,USA,California,Unprovoked,32,M,Surfing,N
1991,09,AUSTRALIA,South Australia,Unprovoked,19,M,Diving,Y
1991,08,USA,South Carolina,Unprovoked,23,M,Swimming,N
1991,08,USA,Florida,Unprovoked,10,F,Wading,N
1991,08,USA,Florida,Provoked,Unknown,M,Fishing,N
1991,07,USA,Florida,Unprovoked,39,M,Snorkeling,N
1991,07,USA,Florida,Unprovoked,22,M,Swimming,N
1991,07,USA,California,Unprovoked,32,M,Surfing,N
1991,07,USA,Virginia,Unprovoked,13,M,Surfing,N
1991,06,USA,Florida,Unprovoked,18,M,Surfing,N
1991,05,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Diving,N
1991,03,AUSTRALIA,New South Wales,Unprovoked,18,M,Diving,N
1991,02,USA,Oregon,Unprovoked,38,M,Surfing,N
1991,02,SOUTH AFRICA,Western Cape Province,Unprovoked,20,M,Spearfishing,N
1991,01,AUSTRALIA,Queensland,Unprovoked,35,M,Swimming,N
1991,01,AUSTRALIA,Western Australia,Unprovoked,Unknown,M,Surfing,N
1990,12,SOUTH AFRICA,Eastern Cape Province,Invalid,Unknown,M,Unknown,N
1990,11,AUSTRALIA,Queensland,Unprovoked,26,M,Swimming,N
1990,11,USA,Florida,Unprovoked,24,M,Surfing,N
1990,10,USA,Florida,Unprovoked,50,M,Surfing,N
1990,10,USA,Florida,Unprovoked,18,M,Surfing,N
1990,10,AUSTRALIA,Queensland,Unprovoked,26,M,Swimming,N
1990,10,AUSTRALIA,South Australia,Unprovoked,Unknown,M,Surfing,N
1990,10,USA,Florida,Unprovoked,25,M,Surfing,N
1990,10,USA,Hawaii,Unprovoked,43,M,Surfing,N
1990,10,USA,Florida,Unprovoked,19,M,Surfing,N
1990,09,SOUTH AFRICA,Western Cape Province,Unprovoked,26,M,Spearfishing,N
1990,09,USA,California,Boat,44,M,Kayaking,N
1990,08,USA,California,Unprovoked,22,M,Surfing,N
1990,08,USA,Texas,Unprovoked,Unknown,M,Surfing,N
1990,07,USA,Texas,Unprovoked,53,F,Wading,N
1990,07,USA,Florida,Unprovoked,17,M,Surfing,N
1990,05,SOUTH AFRICA,KwaZulu-Natal,Provoked,Unknown,Unknown,Fishing,N
1990,05,AUSTRALIA,Queensland,Unprovoked,30s,F,Snorkeling,N
1990,04,AUSTRALIA,Queensland,Unprovoked,31,M,Surfing,N
1990,04,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Surfing,N
1990,04,AUSTRALIA,Queensland,Unprovoked,29,M,Surfing,N
1989,12,AUSTRALIA,Northern Territory,Unprovoked,17,M,Unknown,UNKNOWN
1989,12,AUSTRALIA,Queensland,Invalid,27,M,Swimming,Y
1989,11,AUSTRALIA,Victoria,Unprovoked,32,M,Surfing,N
1989,10,AUSTRALIA,Northern Territory,Unprovoked,31,F,Swimming,N
1989,10,AUSTRALIA,Tasmania,Unprovoked,17,M,Surfing,N
1989,10,USA,Hawaii,Invalid,Unknown,M,Diving,Y
1989,10,USA,Texas,Unprovoked,12,M,Surfing,N
1989,10,USA,North Carolina,Invalid,49,M,Diving,Y
1989,10,AUSTRALIA,Victoria,Unprovoked,Unknown,M,Surfing,UNKNOWN
1989,09,SOUTH AFRICA,Western Cape Province,Unprovoked,29,M,Diving,N
1989,09,USA,North Carolina,Unprovoked,31,M,Surfing,N
1989,08,USA,Florida,Unprovoked,21,M,Swimming,N
1989,08,SOUTH AFRICA,Western Cape Province,Unprovoked,21,M,Surfing,N
1989,08,AUSTRALIA,New South Wales,Unprovoked,17,M,Surfing,N
1989,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,34,M,Surfing,N
1989,07,USA,Florida,Unprovoked,16,M,Surfing,N
1989,06,USA,Louisiana,Unprovoked,45,M,Spearfishing,N
1989,06,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,N
1989,06,SOUTH AFRICA,Eastern Cape Province,Unprovoked,28,M,Diving,N
1989,04,USA,Florida,Unprovoked,19,M,Swimming,N
1989,04,USA,California,Boat,Unknown,Unknown,Unknown,N
1989,03,AUSTRALIA,South Australia,Unprovoked,27,M,Surfing,Y
1989,03,AUSTRALIA,Western Australia,Boat,Unknown,M,Kayaking,N
1989,02,SOUTH AFRICA,Western Cape Province,Provoked,Unknown,M,Fishing,N
1989,02,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,26,M,Surfing,N
1989,01,USA,California,Invalid,24,M,Kayaking,Y
1989,01,USA,California,Unprovoked,24,F,Kayaking,Y
1989,01,USA,Hawaii,Unprovoked,10,M,Surfing,N
1988,10,AUSTRALIA,Victoria,Unprovoked,38,M,Surfing,N
1988,10,USA,Florida,Unprovoked,15,M,Surfing,N
1988,10,USA,Florida,Unprovoked,30,M,Surfing,N
1988,10,USA,Florida,Unprovoked,23,M,Surfing,N
1988,10,AUSTRALIA,South Australia,Unprovoked,15,M,Surfing,N
1988,10,USA,Florida,Unprovoked,23,F,Wading,N
1988,09,USA,Florida,Unprovoked,21,M,Surfing,N
1988,09,USA,Florida,Unprovoked,Unknown,F,Walking,N
1988,09,USA,Florida,Unprovoked,38,M,Snorkeling,Y
1988,08,USA,California,Unprovoked,27,M,Surfing,N
1988,07,USA,Florida,Unprovoked,15,F,Swimming,N
1988,07,USA,Florida,Unprovoked,37,M,Surfing,N
1988,06,SOUTH AFRICA,Western Cape Province,Unprovoked,36,M,Spearfishing,N
1988,06,USA,North Carolina,Unprovoked,42,M,Diving,N
1988,06,USA,Florida,Unprovoked,12,M,Swimming,N
1988,06,USA,Florida,Unprovoked,25,M,Surfing,N
1988,05,USA,Florida,Unprovoked,31,M,Surfing,N
1988,04,USA,California,Unprovoked,Unknown,M,Surfing,N
1988,04,USA,Florida,Unprovoked,24,M,Swimming,N
1988,04,USA,Florida,Unprovoked,14,M,Surfing,N
1988,04,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1988,04,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,F,Unknown,Y
1988,03,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
1988,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,17,M,Surfing,N
1988,02,SOUTH AFRICA,KwaZulu-Natal,Boat,Unknown,Unknown,Unknown,N
1988,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,20,M,Surfing,N
1988,01,SOUTH AFRICA,KwaZulu-Natal,Invalid,22,M,Surfing,N
1988,01,USA,Louisiana,Provoked,Unknown,M,Fishing,N
1987,12,USA,Florida,Unprovoked,16,M,Surfing,N
1987,12,AUSTRALIA,New South Wales,Invalid,16 to 18,F,Unknown,Y
1987,11,USA,Florida,Unprovoked,15,M,Surfing,N
1987,11,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,N
1987,10,USA,California,Unprovoked,20,M,Surfing,N
1987,10,SOUTH AFRICA,KwaZulu-Natal,Invalid,14,M,Surfing,N
1987,10,SOUTH AFRICA,Western Cape Province,Unprovoked,21,M,Spearfishing,N
1987,09,SOUTH AFRICA,Western Cape Province,Unprovoked,24,M,Surfing,N
1987,08,USA,Florida,Unprovoked,12,M,Wading,N
1987,07,USA,Florida,Unprovoked,27,M,Surfing,N
1987,07,USA,Texas,Unprovoked,32,F,Surfing,N
1987,07,USA,Texas,Unprovoked,16,F,Wading,N
1987,07,BAHAMAS,Exuma Islands,Unprovoked,35,M,Snorkeling,N
1987,06,USA,Florida,Provoked,Unknown,M,Fishing,N
1987,05,USA,South Carolina,Unprovoked,12,M,Unknown,N
1987,05,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1987,05,AUSTRALIA,New South Wales,Provoked,34,M,Fishing,N
1987,04,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Fishing,Y
1987,04,USA,Texas,Unprovoked,16,F,Swimming,N
1987,03,AUSTRALIA,Western Australia,Unprovoked,18,M,Surfing,N
1987,03,SOUTH AFRICA,Western Cape Province,Provoked,Unknown,Unknown,Unknown,N
1987,02,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1987,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,30,M,Spearfishing,N
1987,01,AUSTRALIA,Queensland,Unprovoked,37,M,Swimming,N
1986,12,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Spearfishing,N
1986,12,SOUTH AFRICA,Western Cape Province,Unprovoked,21,M,Surfing,Y
1986,12,USA,Florida,Unprovoked,40,M,Surfing,N
1986,12,SOUTH AFRICA,Western Cape Province,Invalid,22,M,Spearfishing,N
1986,11,USA,Florida,Unprovoked,17,M,Surfing,N
1986,11,USA,Florida,Unprovoked,26,M,Surfing,N
1986,11,USA,Florida,Unprovoked,23,M,Surfing,N
1986,10,USA,Florida,Unprovoked,6,F,Swimming,N
1986,10,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1986,10,USA,Florida,Unprovoked,28,M,Surfing,N
1986,09,USA,Florida,Invalid,Unknown,Unknown,Unknown,N
1986,09,USA,Florida,Unprovoked,Unknown,Unknown,Surfing,N
1986,09,USA,Florida,Unprovoked,18,Unknown,Surfing,N
1986,08,USA,North Carolina,Unprovoked,16,Unknown,Surfing,N
1986,08,SOUTH AFRICA,Western Cape Province,Invalid,35,M,Spearfishing,N
1986,08,AUSTRALIA,New South Wales,Unprovoked,Unknown,F,Diving,N
1986,07,AUSTRALIA,Western Australia,Boat,Unknown,Unknown,Fishing,N
1986,07,USA,South Carolina,Unprovoked,8,M,Unknown,N
1986,07,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,26,M,Spearfishing,N
1986,05,AUSTRALIA,New South Wales,Unprovoked,Unknown,M,Diving,N
1986,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,26,M,Treading water,N
1986,03,SOUTH AFRICA,Eastern Cape Province,Unprovoked,23,M,Surfing,N
1986,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,21,M,Surfing,N
1986,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
1986,02,SOUTH AFRICA,Eastern Cape Province,Unprovoked,46,M,Swimming,N
1986,02,SOUTH AFRICA,Western Cape Province,Unprovoked,29,M,Spearfishing,N
1986,02,AUSTRALIA,Victoria,Unprovoked,29,M,Surfing,N
1986,01,USA,Florida,Unprovoked,22,M,Surfing,N
1985,12,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Surfing,N
1985,12,USA,North Carolina,Unprovoked,Unknown,M,Unknown,N
1985,11,AUSTRALIA,Queensland,Provoked,Unknown,M,Fishing,N
1985,11,USA,California,Provoked,24,M,Fishing,N
