Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Age range,Injury,Fatal,Time,Time of day,Species,Case Number,Date
8,1912,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,12,12-17,Fatal,Y,Unknown,Unknown,Unknown,1912.08.30,30-Aug-12
7,1912,Unprovoked,USA,South Carolina,Sullivan'S Island,Swimming,M,0,Unknown,Toes severed,N,14h00,1. Afternoon,8' Shark,1912.07.23,23-Jul-12
7,1912,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1912.07.06.R,Reported 06-Jul-1912
5,1912,Invalid,SOUTH AFRICA,Kwazulu-Natal,Durban,Unknown,M,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1912.05.04,04-May-12
3,1912,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,0,Unknown,"""slight laceration to leg""",N,Unknown,Unknown,Unknown,1912.03.18,18-Mar-12
2,1912,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,M,0,Unknown,"No injury, shark nipped diving suit after he prodded the shark provoked incident",N,Unknown,Unknown,Unknown,1912.02.22,22-Feb-12
2,1912,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,18,18-24,Left calf & heel bitten,N,16h00,1. Afternoon,Unknown,1912.02.19,19-Feb-12
2,1912,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,0,Unknown,Left shoulder & both legs bitten,N,Unknown,Unknown,Unknown,1912.02.03,03-Feb-12
1,1912,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, Near Sydney",Swimming,M,21,18-24,Fatal,Y,15h00,1. Afternoon,"2.8 M [9'3""] Whaler Shark Captured 3 Days Later With His Remains In Its Gut",1912.01.26,26-Jan-12
1,1912,Unprovoked,FIJI,Viti Levu Group,Beqa,Washed overboard,M,7,1-12,Fatal,Y,Unknown,Unknown,Unknown,1912.01.13.R,Reported 13-Jan-1912
1,1912,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,Unknown,M,0,Unknown,Thigh & lower abdomen severely bitten,N,Unknown,Unknown,"C. Macrurus Captured 48 Hours After Attack With Tissue Removed From Man In Its Gut; Species Identified By G.P. Whitley,  Reported As C. Obscurus By  R. Steel",1912.01.06,06-Jan-12
1,1912,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,0,Unknown,Fatal,Y,10h00,0. Morning,Unknown,1912.01.01,01-Jan-12
0,1912,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,0,Unknown,Fatal,Y,Unknown,Unknown,White Shark,1912.00.00,1912
11,1911,Invalid,USA,Florida,"Pensacola Bay, Escambia County",Unknown,M,0,Unknown,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. next day, shark was killed & antoine's entire body was found in its gut.",Y,Unknown,Unknown,Unknown,1911.11.08,08-Nov-11
10,1911,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship rio grande,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1911.10.26,26-Oct-11
10,1911,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,23,18-24,Calves bitten,N,20h00,2. Evening,Unknown,1911.10.25,25-Oct-11
9,1911,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,0,Unknown,Fatal,Y,10h00,0. Morning,Unknown,1911.09.23,23-Sep-11
9,1911,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1911.09.20,20-Sep-11
9,1911,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,0,Unknown,Left arm & thigh bitten,N,Unknown,Unknown,Unknown,1911.09.17,17-Sep-11
7,1911,Unprovoked,SPAIN,M�Laga,Ceuta,Bathing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1911.07.31.R,Reported 31-Jul-1911
7,1911,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,0,Unknown,"Hooked shark bit his leg, knee to ankle provoked incident",N,Unknown,Unknown,Unknown,1911.07.16.R,Reported 16-Jul-1911
5,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,M,64,55-64,"Fatal, partial remains recovered",Y,20h00,2. Evening,Unknown,1911.05.09,09-May-11
5,1911,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,0,Unknown,Bitten on left leg by hooked shark provoked incident,N,Unknown,Unknown,5' Shark,1911.05.01.R,Reported 01-May-1911
5,1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1911.05.01,01-May-11
4,1911,Boat,NEW ZEALAND,Chatham Islands,Unknown,Fishing,Unknown,0,Unknown,"No injury to occupants, shark bit boat",N,Unknown,Unknown,Unknown,1911.04.08.R,Reported 08-Apr-1911
3,1911,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1911.03.29.R,Reported 29-Mar-1911
1,1911,Sea Disaster,AUSTRALIA,Western Australia,Off Legendre Island,3-masted steel barque glenbank foundered during a cyclone,M,22,18-24,Minor injuries,N,Unknown,Unknown,Unknown,1911.01.04,04-Jan-11
0,1911,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,0,Unknown,Minor injury to feet,N,Unknown,Unknown,Unknown,1911.00.00.b,1911
0,1911,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 Miles South Of Auckland",Fishing,M,50,45-54,Fatal,Y,Unknown,Unknown,Unknown,1911.00.00.a,Ca. 1911
12,1910,Invalid,CROATIA,Primorje-Gorski Kotar County,Rijeka,Unknown,M,0,Unknown,Fatal?,Y,Unknown,Unknown,Unknown,1910.12.25.R,Reported 25-Dec-1910
12,1910,Sea Disaster,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1910.12.23.R,Reported 23-Dec-1910
11,1910,Unprovoked,AUSTRALIA,Queensland,Mackay,Bathing,M,0,Unknown,Foot bitten,N,Unknown,Unknown,Said To Involve  9' Blue Shark,1910.11.24,24-Nov-10
6,1910,Unprovoked,MEXICO,Unknown,Labarra,Swimming,M,0,Unknown,Leg bitten,N,Unknown,Unknown,Unknown,1910.06.25.R,Reported 25-Jun-1910
6,1910,Sea Disaster,MOZAMBIQUE,Zambesi River,Portuguese Territory,"Steamer durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Unknown,0,Unknown,"Fatal, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y,Unknown,Unknown,Unknown,1910.06.08.R,Reported 08-Jun-1910
5,1910,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",M,0,Unknown,Presumed drowned & bodies taken by sharks,N,Unknown,Unknown,Unknown,1910.05.16.R,Reported 16-May-1910
3,1910,Unprovoked,PANAMA,Col�N Province,Cristobal,Fell overboard from uss cruiser tacoma,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1910.03.31,31-Mar-10
3,1910,Unprovoked,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,M,0,Unknown,Lacerations to foot,N,20h00,2. Evening,6' Shark,1910.03.08,08-Mar-10
3,1910,Invalid,USA,Hawaii,"Pearl Harbor, O'Ahu","Hard hat diving, laying some charge of powder",M,0,Unknown,No injury,N,Unknown,Unknown,Unknown,1910.03.00,Mar-10
2,1910,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surf bathing,M,0,Unknown,"Shoulder, back & leg bitten",N,00h00,3. Night,5.5' To 6' Shark,1910.02.16,  16-Feb-1910
1,1910,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,Unknown,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1910.01.26,26-Jan-10
0,1910,Invalid,USA,Hawaii,"Hilo, Hawai'I","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,0,Unknown,"Body bitten by shark/s, but death may have been due to drowning",Y,Unknown,Unknown,Unknown,1910.00.00.b,1910
0,1910,Unprovoked,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,M,0,Unknown,"Calf removed, not known if he survived",Unknown,Unknown,Unknown,6 M [20'] Shark,1910.00.00.a,1910
12,1909,Unprovoked,USA,Florida,"16 Miles North Of Fort Pierce Inlet, Indian River County",Unknown,M,0,Unknown,Severe lacerations to arm,N,Unknown,Unknown,Unknown,1909.12.26.R,Reported 26-Nov-1909
12,1909,Unprovoked,AUSTRALIA,New South Wales,20 Miles Off Sydney,Fell overboard,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1909.12.15.R,Reported 15-Dec-1909
12,1909,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,M,0,Unknown,3 fingers bitten by hooked shark provoked incident,N,Unknown,Unknown,7' Shark,1909.12.05,05-Dec-09
11,1909,Sea Disaster,INDONESIA,30 Nm From Singapore,Rhio Strait,The 2379-ton french steamer la seyne collied with british steamer onda & sank in minutes. passengers jumped overboard expecting to be picked up by onda�s boats,Unknown,0,Unknown,"Fatal, 101 people perished, including commander, joseph couailhac. iit was reported that a �shoal of sharks circled  passengers in the water and dragged scores of people to their deaths� of the 61 survivors, many were injured by sharks",Y,Unknown,Unknown,Unknown,1909.11.14,14-Nov-1909 to 19-Nov-1909
9,1909,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,0,Unknown,Abrasion to leg from netted shark provoked incident,N,Unknown,Unknown,5' Shark,1909.09.04.R,Reported 04-Sep-1909
8,1909,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner halycon,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1909.08.13,13-Aug-09
7,1909,Unprovoked,USA,New York,Rockaway,Fell overboard while fishing for sharks,M,0,Unknown,Right leg bitten,N,14h00,1. Afternoon,Unknown,1909.07.24,24-Jul-09
7,1909,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,16,12-17,Hip & thigh lacerated,N,Unknown,Unknown,Unknown,1909.07.15,15-Jul-09
6,1909,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1909.06.26.a.R,Reported 26-Jun-1909
6,1909,Unprovoked,SOUTH AFRICA,Western Cape Province,Cape Town,Unknown,M,0,Unknown,Remains of soldier in uniform. probable drowning & scavenging,Y,Unknown,Unknown,18-Foot Shark,1909.06.26.b.R,26-Jun-09
6,1909,Sea Disaster,AUSTRALIA,Queensland,"Middleton Reef, 300 Nm From Brisbane","1446-ton norwegian barque errol, bound from peru to newcastle with 22 on board wrecked. survivors shelterd on the wreck of the annasona. subsequently the master, his wife & 4 children perished along with several crew. survivors (5) were rescued 7/12/1909",M,0,Unknown,"Fatal, only his legs, still in sea-boots, were recovered",Y,Unknown,Unknown,Unknown,1909.06.18,18-Jun-09
4,1909,Provoked,SPAIN,Andalucia,"Puente Mayorga, San Roque, C�Diz",Fishing,M,0,Unknown,Shark knocked him down after he grabbed it by the tail. no injury.   provoked incident,N,Unknown,Unknown,Unknown,1909.04.27.R,Reported 27-Apr-1909
4,1909,Invalid,USA,Hawaii,"Pa'Uwela, Maui",Reported swept away by waves while gathering opihi,F,19,18-24,Search party saw a large shark devour what appeared to be part of her body,Y,Unknown,Unknown,Unknown,1909.04.10,10-Apr-09
3,1909,Sea Disaster,SOUTH AFRICA,South Atlantic Ocean,Possession Island,Wreck of the 1308-ton norwegian ship auckland,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1909.03.06,06-Mar-09
1,1909,Invalid,UNKNOWN,Unknown,Near The Equator,Jumped overboard,M,36,35-44,Fatal,Y,Unknown,Unknown,Unknown,1909.01.17,17-Jan-09
1,1909,Invalid,ITALY,Sicily,"Off Capo San Croce, Near Augusta (Catania)","On december 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in silcily and southern italy, killing more than 100,000 people",Unknown,0,Unknown,"3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. they may have drowned in tidal wave following earthquake",Y,Unknown,Unknown,Unknown,1909.01.00,Jan-09
0,1909,Unprovoked,AUSTRALIA,New South Wales,Woy Woy,Unknown,Unknown,0,Unknown,Survived,N,Unknown,Unknown,Unknown,1909.00.00,1909
12,1908,Unprovoked,SOUTH AFRICA,Western Cape Province,Stilbaai,Swimming,M,16,12-17,Fatal,Y,Unknown,Unknown,Unknown,1908.12.31,31-Dec-08
12,1908,Unprovoked,MEXICO,Quintana Roo,Unknown,Swimming ashore from capsized boat,M,0,Unknown,"Fatal, ""bitten in two""",Y,Unknown,Unknown,Unknown,1908.12.16.R,Reported 16-Dec-1908
9,1908,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Fell from the jetty,M,0,Unknown,Fatal,Y,Unknown,Unknown,Remains Recovered From 3 Sharks,1908.09.21,   21-Sep-1908
9,1908,Unprovoked,USA,California,"Redondo, Los Angeles County",On fishing boat & trailing hand in the water,M,0,Unknown,Lacerations to fingers,N,Unknown,Unknown,Unknown,1908.09.05,05-Sep-08
8,1908,Unprovoked,SPAIN,Galicia,Cape Finisterre,Fell overboard from p&o steamship arabia,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1908.08.28.R,Reported 28-Aug-1908
7,1908,Invalid,SPAIN,Canary Islands,"Tazacorte, La Palma",Unknown,Unknown,0,Unknown,Human remains recovered but shark involvement prior to death unconfirmed,Y,Unknown,Unknown,Unknown,1908.07.18.R,Reported 18-Jul-1908
7,1908,Unprovoked,CROATIA,Adriatic Sea,Medola,Boating,F,0,Unknown,"Fatal, lost a leg",Y,Unknown,Unknown,"Species Unknown, Possible White Shark",1908.07.08.R,Reported 08-Jul-1908
6,1908,Unprovoked,EGYPT,Gulf Of Suez,Off Ras Gharib,The 168-ton belmore foundered in heavy seas,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1908.06.18,18-Jun-08
6,1908,Sea Disaster,USA,Georgia,Unknown,The british steamer caribbee foundered,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1908.06.08,08-Jun-08
6,1908,Sea Disaster,PAPUA NEW GUINEA,New Britain,Matupi,.,Unknown,0,Unknown,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,Unknown,Unknown,Allegedly A 33-Foot Shark,1908.06.02.R,Reported 02-Jun-1908
5,1908,Invalid,USA,Florida,"Marathon, Monroe County",Unknown,M,0,Unknown,"Fatal, but shark involvement prior to death was not confirmed",Y,Unknown,Unknown,Unknown,1908.05.10,10-May-08
1,1908,Unprovoked,USA,Hawaii,"Mana, Kaua'I",Gathering fish stunned by dynamite,M,0,Unknown,"Fatal, ""pulled below the surface'",Y,Unknown,Unknown,Unknown,1908.01.08,08-Jan-08
12,1907,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",Bathing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Bull Shark,1907.12.21,21-Dec-07
10,1907,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Bathing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.10.18.R,Reported 18-Oct-1907
10,1907,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Near Newcastle",Bathing,M,0,Unknown,Lacerations to left arm from shoulder to wrist,N,11h00,0. Morning,Unknown,1907.10.14,14-Oct-07
10,1907,Unprovoked,USA,Hawaii,"Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net",M,0,Unknown,"Arm severed at elbow,  surgically amputated at shoulder",N,09h00,0. Morning,Unknown,1907.10.08,08-Oct-07
9,1907,Invalid,ENGLAND,English Channel,Unknown,Swimming,M,0,Unknown,"""struck across loins"" but no injury. according to witnesses, incident involved a bottlenose dolphin.",N,Unknown,Unknown,Unknown,1907.09.18.R,Reported 19-Sep-1907
9,1907,Unprovoked,CROATIA,"Split-Dalmatia Count,","Sucurja, Hvar Island,",Swimming,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.09.11,11-Sep-07
8,1907,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Krk Island,Swimming,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.08.12.b..R,Reported 12-Aug-1907
8,1907,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Krk Island,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.08.12.a..R,Reported 12-Aug-1907
8,1907,Unprovoked,USA,New Jersey,Lower Delaware Bay,Wading,M,0,Unknown,Abrasion to chest,N,Unknown,Unknown,Unknown,1907.08.08.R,Reported 08-Aug-1907
7,1907,Unprovoked,CROATIA,"Split-Dalmatia Count,","Su?Uraj, Hvar Island",Swimming,F,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.07.14.R,Reported 14-Jul-1907
7,1907,Invalid,AUSTRALIA,Queensland,Karra Garra,.,M,0,Unknown,"Disappeared, but shark involvement unconfirmed",Y,Unknown,Unknown,Unknown,1907.07.04.R,Reported 04-Jul-1907
7,1907,Unprovoked,USA,South Carolina,Small Creek Near Coles Island,Floating in creek,M,0,Unknown,Slight injuries to left knee & calf,N,Unknown,Unknown,1.5 M [5'] Shark,1907.07.00,Jul-07
4,1907,Unprovoked,MEXICO,Oaxaca,Salina Cruz,Bathing,M,0,Unknown,"3 fingers & thigh lacerated, foot crushed",N,Unknown,Unknown,Unknown,1907.04.20,20-Apr-07
3,1907,Unprovoked,USA,Florida,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & larkin became tangled in the net",M,0,Unknown,"Fatal, shark bit his side, nearly cutting him in two",Y,Unknown,Unknown,Unknown,1907.03.26,26-Mar-07
2,1907,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,"Row boat (from the gunboat elcano) was sinking, put finger in hole",M,0,Unknown,Finger severed,N,Unknown,Unknown,Unknown,1907.02.09,09-Feb-07
2,1907,Unprovoked,NEW ZEALAND,South Island,Port Moeraki,Standing,M,55,55-64,"Fatal, leg severely bitten",Y,Unknown,Unknown,Unknown,1907.02.05,05-Feb-07
2,1907,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,18,18-24,Fatal,Y,10h00,0. Morning,Unknown,1907.02.03,03-Feb-07
0,1907,Unprovoked,VIETNAM,Kh�Nh H�A Province,Nha Trang,Fishing,M,20,18-24,"Leg severely bitten, surgically amputated",N,Unknown,Unknown,Unknown,1907.00.00.b,1907
0,1907,Unprovoked,USA,Hawaii,"Pepe'Ekeo, Honomu, Hawai'I","Net fishing, fell into the water",M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1907.00.00.a,1907
11,1906,Unprovoked,JAMAICA,Westmoreland Parish,Cabaritta River Mouth,Fishing,M,0,Unknown,Leg bitten,N,Unknown,Unknown,Unknown,1906.11.16,16-Nov-06
10,1906,Unprovoked,USA,Hawaii,Unknown,Unknown,M,0,Unknown,Buttock bitten,N,Unknown,Unknown,Unknown,1906.10.10.d.R,Reported 10-Oct-1906
10,1906,Unprovoked,USA,Hawaii,Unknown,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1906.10.10.c.R,Reported 10-Oct-1906
10,1906,Unprovoked,USA,Hawaii,Unknown,Diving,M,0,Unknown,Arm severed,N,Unknown,Unknown,Unknown,1906.10.10.b.R,Reported 10-Oct-1906
10,1906,Unprovoked,USA,Hawaii,Unknown,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1906.10.10.a.R,Reported 10-Oct-1906
9,1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,0,Unknown,Thumb & index finger of left hand severed,N,Unknown,Unknown,Unknown,1906.09.27.R.b,Reported 27-Sep-1906
9,1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1906.09.27.R.a,Reported 27-Sep-1906
9,1906,Unprovoked,AUSTRALIA,Torres Strait,Mabiuag,Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1906.09.05.R,Reported 05-Sep-1906
9,1906,Provoked,USA,California,"Avalon, Los Angeles County",Fishing,M,0,Unknown,Provoked incident        no injury; shirt torn by gaffed shark,N,Unknown,Unknown,"Shortfin Mako Shark, 175-Lb",1906.09.00,Sep-06
8,1906,Unprovoked,YEMEN,Aden,Unknown,Diving around anchored liner,M,0,Unknown,Leg severed. injury originally thought due to boat's propeller,N,Unknown,Unknown,Unknown,1906.08.20,20-Aug-06
8,1906,Unprovoked,USA,Maryland,"Tangier Sound, Somerset County",Fell overboard,M,0,Unknown,Fatal,Y,Unknown,Unknown,Remains Recovered 5 Days Later,1906.08.04,04-Aug-06
7,1906,Unprovoked,USA,Mississippi,"Bay St. Louis, Hancock County",Swimming,M,0,Unknown,Fatal,Y,Unknown,Unknown,Fishermen Recovered Partial Remains From Shark A Week Later,1906.07.05.R,Reported 05-Jul-1906
7,1906,Invalid,MOZAMBIQUE,Maputo Province,Lourenco Marques,Unknown,M,0,Unknown,Sanna drowned; his hand  (identified by ring on finger) found in a shark at the market,Y,Unknown,Unknown,Unknown,1906.07.00,Jul-06
4,1906,Unprovoked,INDONESIA,Maluku Province,Aru Islands,Hard hat diving,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1906.04.27.R,Reported 27-Apr-1906
4,1906,Provoked,AUSTRALIA,Victoria,Western Port Bay,Shooting sharks,M,0,Unknown,Finger severed by shark he had shot & stabbed provoked incident,N,Unknown,Unknown,13' Shark,1906.04.16,16-Apr-06
4,1906,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving for beche-de-mer,M,17,12-17,Fatal,Y,Unknown,Unknown,Unknown,1906.04.14,14-Apr-06
4,1906,Sea Disaster,INDONESIA,Unknown,40 Miles From Tahane Island,The schooner tahitienne foundered in a hurricane,M,0,Unknown,Fatal x 2,Y,Unknown,Unknown,Unknown,1906.04.10.R.a & b,Reported 10-April 1906
4,1906,Invalid,AUSTRALIA,New South Wales,Moodie Beach,.,M,18,18-24,Cause of death may have been downing,Y,Unknown,Unknown,Unknown,1906.04.02.R,Reported 02-April 1906
2,1906,Invalid,NEW ZEALAND,North Island,Mototapu Island,Swimming,M,0,Unknown,"Fatal, but shark involvement prior to death was not determined",Y,Unknown,Unknown,Unknown,1906.02.14.R,Reported 14-Feb-1906
1,1906,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Battery Beach, Durban",Washing horses,M,30,25-34,"Fatal, hips & thigh bitten",Y,12h00,1. Afternoon,1.8 M To 2.7 M [6' To 9'] Shark,1906.01.20,20-Jan-06
12,1905,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Back Beach, Durban",Floating or standing,M,0,Unknown,"Fatal, left torso, buttocks, thigh & foot bitten",Y,10h00,0. Morning,2.4 M [8'] Shark,1905.12.31,31-Dec-05
12,1905,Invalid,AUSTRALIA,Western Australia,Geraldton,Bathing,M,0,Unknown,"""bad wound in the leg"" - 7-ft shark caught in the bath same day",N,Unknown,Unknown,Shark Involvement Not Confirmed,1905.12.29,29-Dec-05
9,1905,Unprovoked,AUSTRALIA,New South Wales,"Waverly, Sydney",Swimming,M,0,Unknown,Fatal. shark involvement suspected but not confirmed,Y,Unknown,Unknown,Unknown,1905.09.29,29-Sep-05
8,1905,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming from naptha launch after a day of fishing,M,0,Unknown,3 toes of right foot were severed,N,Unknown,Unknown,Unknown,1905.08.00.b,Late Aug-1905
8,1905,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,Bathing,M,21,18-24,Leg bitten,N,Unknown,Unknown,Unknown,1905.08.00.a,Aug-05
7,1905,Unprovoked,USA,North Carolina,"Davis Shore, East Of Beaufor, Carteret Countyt",Wading,M,16,12-17,Body not recovered fatal,Y,14h00,1. Afternoon,Unknown,1905.07.29,29-Jul-05
7,1905,Invalid,ITALY,Unknown,Naples,Unknown,M,8,1-12,"Body recovered from shark, probable drowning and scavenging",Y,Unknown,Unknown,Unknown,1905.07.25.R,Reported 25-Jul-1905
7,1905,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Fishing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1905.07.00,Jul-05
5,1905,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,M,0,Unknown,Lacerations to back & right leg,N,Unknown,Unknown,Unknown,1905.05.22,22-May-05
4,1905,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Back Beach, Durban",Swimming,M,26,25-34,"Fatal, thigh bitten, femoral artery severed",Y,16h30,1. Afternoon,Unknown,1905.04.06,06-Apr-05
3,1905,Unprovoked,AUSTRALIA,New South Wales,Lismore,Bathing,M,40,35-44,Righ thigh severely bitten,N,10h00,0. Morning,5' Shark,1905.03.26,26-Mar-05
3,1905,Invalid,AUSTRALIA,Tasmania,Bridport,Bathing,Unknown,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1905.03.25,25-Mar-05
2,1905,Invalid,AUSTRALIA,Victoria,Elwood,Bathing,M,23,18-24,Thought to have been taken by a shark,Y,Unknown,Unknown,Unknown,1905.02.10,10-Feb-05
1,1905,Invalid,AUSTRALIA,Victoria,Elwood,Bathing,M,39,35-44,Reported to have been killed by a shark but 2 years later he was found very much alive,Y,Unknown,Unknown,Unknown,1905.01.01,01-Jan-05
0,1905,Boat,USA,North Carolina,"Cape Lookout, Carteret County",Harpooning turtles,Unknown,0,Unknown,"No injury, shark bumped skifft",N,Unknown,Unknown,20' Shark,1905.00.00,1905
11,1904,Unprovoked,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",Bathing alongside us naval ship,M,0,Unknown,Foot bitten,N,Unknown,Unknown,Unknown,1904.11.02,02-Nov-04
9,1904,Unprovoked,CUBA,Havana Province,Havana Harbor,Lost his footing & fell overboard,M,0,Unknown,"Fatal, left leg severed below knee, right leg severed above knee by a second shark",Y,Unknown,Unknown,Unknown,1904.09.00,Sep-04
8,1904,Unprovoked,CUBA,Villa Clara Province,Caibarien Harbor,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,0,Unknown,"Fatal, shark pulled them off hull of boat",Y,Unknown,Unknown,Unknown,1904.08.00,Aug-04
7,1904,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,M,0,Unknown,No injury,N,Unknown,Unknown,Unknown,1904.07.28,28-Jul-04
7,1904,Unprovoked,USA,Texas,Unknown,Swimming,M,0,Unknown,"Fatal, body not recovered",Y,Unknown,Unknown,Unknown,1904.07.27,27-Jul-04
7,1904,Unprovoked,ITALY,Ancona Province,Ancona,Swimming,M,0,Unknown,Fatal x 4. afterwards metal mesh nets were installed,Y,Unknown,Unknown,Unknown,1904.07.01.R,Reported 01-Jul-1904
2,1904,Unprovoked,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1904.02.07,07-Feb-04
2,1904,Unprovoked,NEW ZEALAND,North Island,Waitara,Swimming,M,30,25-34,Fatal,Y,Unknown,Unknown,Unknown,1904.02.04,04-Feb-04
1,1904,Unprovoked,NEW CALEDONIA,South Province,Noumea,Bathing,M,0,Unknown,Fatal,Y,Unknown,Unknown,Unknown,1904.01.23,23-Jan-04
