,Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N)
623,2011.11.11,Nov,2011,Unprovoked,REUNION,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,M,42,N
624,2011.10.29.,Oct,2011,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,27,N
625,2011.10.28.R,Oct,2011,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,M,26,N
627,2011.10.22,Oct,2011,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,M,32,Y
628,2011.10.20,Oct,2011,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,41,N
629,2011.10.19,Oct,2011,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,M,50,N
632,2011.10.09,Oct,2011,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,64,Y
633,2011.10.05,Oct,2011,Boat,REUNION,Unknown,Cap La Houssaye,Canoeing,M,51,N
635,2011.10.01,Oct,2011,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Unknown,M,29,N
636,2011.09.30,Sep,2011,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,M,27,N
637,2011.09.28.b,Sep,2011,Provoked,DOMINICAN REPUBLIC,Saman� Province,Playa Jackson ,Fishing,M,48,N
638,2011.09.28.a,Sep,2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,M,43,N
639,2011.09.24.b,Sep,2011,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,N
640,2011.09.24.a,Sep,2011,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,N
642,2011.09.19,Sep,2011,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,M,38,Y
643,2011.09.17,Sep,2011,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,17,Y
644,2011.09.16,Sep,2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,25,N
645,2011.09.11.b,Sep,2011,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,M,37,N
646,2011.09.11.a,Sep,2011,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,N
648,2011.09.04.a,Sep,2011,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,Body boarding,M,21,Y
649,2011.09.02,Sep,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N
650,2011.08.31,Aug,2011,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,M,19,N
651,2011.08.28.b,Aug,2011,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,M,48,Y
652,2011.08.28.a,Aug,2011,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,F,39,N
654,2011.08.24.b,Aug,2011,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,21,N
655,2011.08.24.a,Aug,2011,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,M,10,N
656,2011.08.23,Aug,2011,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,49,Y
657,2011.08.18,Aug,2011,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,16,N
658,2011.08.17.c.,Aug,2011,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,F,20,N
659,2011.08.17.b.,Aug,2011,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,M,12,N
660,2011.08.17.a,Aug,2011,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,25,N
661,2011.08.16.c,Aug,2011,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,M,32,N
662,2011.08.16.b,Aug,2011,Unprovoked,USA,Puerto Rico, Vieques,Floating ,M,27,N
663,2011.08.16.a,Aug,2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Swimming or Snorkeling,M,30,Y
664,2011.08.15,Aug,2011,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,7,N
665,2011.08.11,Aug,2011,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,M,54,N
666,2011.08.01,Aug,2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Diving,M,36,Y
667,2011.07.31,Jul,2011,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,M,14,Y
668,2011.07.30,Jul,2011,Sea Disaster,PHILIPPINES,Unknown,Unknown,Sea disaster,M,43,N
670,2011.07.22,Jul,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29,N
671,2011.07.19,Jul,2011,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,N
674,2011.07.13.a,Jul,2011,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,M,54,N
675,2011.07.07.b,Jul,2011,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,N
676,2011.07.07.a,Jul,2011,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,N
677,2011.07.06,Jul,2011,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,M,16,N
678,2011.07.05,Jul,2011,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,M,17,N
679,2011.06.30,Jun,2011,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,M,28,N
680,2011.06.29,Jun,2011,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,M,21,N
681,2011.06.28,Jun,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,N
682,2011.06.26,Jun,2011,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,N
684,2011.06.21,Jun,2011,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,N
685,2011.06.19.b,Jun,2011,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,M,35,N
686,2011.06.19.a,Jun,2011,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,15,Y
687,2011.06.15,Jun,2011,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,31,Y
689,2011.06.12,Jun,2011,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,N
690,2011.06.06.R,Jun,2011,Unprovoked,COLUMBIA,San Andr�s archipelago,Albuquerque Cay,Spearfishing,M,24,N
691,2011.06.06.b,Jun,2011,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,N
692,2011.06.06.a,Jun,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,N
694,2011.05.30,May,2011,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,N
695,2011.05.29,May,2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,M,33,N
698,2011.05.21.a,May,2011,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,M,15,Y
699,2011.05.21.b,May,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,M,28,Y
700,2011.05.13.b,May,2011,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,N
701,2011.05.13.a,May,2011,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37,N
703,2011.05.07.R,May,2011,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,M,43,N
704,2011.05.04,May,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,M,37,N
705,2011.04.26,Apr,2011,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,N
706,2011.04.23,Apr,2011,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,M,17,N
707,2011.04.22,Apr,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,M,49,N
708,2011.04.16,Apr,2011,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,M,41,N
710,2011.04.08,Apr,2011,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,M,27,N
713,2011.03.23,Mar,2011,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,M,48,N
714,2011.03.21.b,Mar,2011,Unprovoked,MEXICO,Quintana Roo,Unknown,Swimming,M,46,N
715,2011.03.21.a,Mar,2011,Unprovoked,FIJI,Unknown,Nukudamu ,Diving / fishing,M,30,N
716,2011.03.16,Mar,2011,Unprovoked,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,F,24,N
719,2011.02.28.R,Feb,2011,Provoked,AUSTRALIA,Queensland,Between ,Fishing,M,36,N
720,2011.02.23,Feb,2011,Unprovoked,NEW CALEDONIA, Loyalty Islands,"Bay of Bweedro, Ouv�a",Spearfishing,M,21,N
721,2011.02.19,Feb,2011,Unprovoked,REUNION,Saint Gilles ,Trois-Roches,Surfing,M,32,N
722,2011.02.17,Feb,2011,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,M,49,Y
724,2011.02.12,Feb,2011,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,M,58,N
726,2011.02.02,Feb,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,M,37,N
727,2011.01.31,Jan,2011,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,F,38,N
728,2011.01.28,Jan,2011,Provoked,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agust�n-VI. ,M,25,N
729,2011.01.26,Jan,2011,Unprovoked,BAHAMAS,West End,Tiger Beach,Scuba diving,M,55,N
730,2011.01.20,Jan,2011,Invalid,AUSTRALIA,New South Wales,Cudgen Creek ,Swimming,F,7,N
731,2011.01.15,Jan,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,Y
734,2010.12.26,Dec,2010,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,M,16,N
736,2010.12.11,Dec,2010,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,M,46,N
737,2010.12.05,Dec,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Snorkeling,F,70,Y
739,2010.12.01.b,Dec,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,54,N
740,2010.12.01.a,Dec,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,46,N
741,2010.11.30.b,Nov,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,70,N
742,2010.11.30.a,Nov,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,48,N
743,2010.11.27.R,Nov,2010,Unprovoked,SAMOA,Unknown,Unknown,Fishing,M,47,N
745,2010.11.19,Nov,2010,Provoked,USA,Palmyra Atoll,Unknown,Snorkeling,M,33,N
746,2010.11.15,Nov,2010,Unprovoked,DOMINICAN REPUBLIC,Unknown,Boca Chica,Diving,M,21,Y
749,2010.10.30,Oct,2010,Unprovoked,AUSTRALIA,Western Australia,Off Garden Island,Snorkeling,F,20,N
753,2010.10.23.b,Oct,2010,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,M,30,N
754,2010.10.23.a,Oct,2010,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,M,14,N
755,2010.10.22,Oct,2010,Unprovoked,USA,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,M,19,Y
757,2010.10.09,Oct,2010,Unprovoked,AUSTRALIA,New South Wales,Mullaway Headland,Surfing,M,22,N
761,2010.09.27,Sep,2010,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,29,N
762,2010.09.24,Sep,2010,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,M,18,N
763,2010.09.21,Sep,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,Swimming,M,29,Y
764,2010.09.13,Sep,2010,Unprovoked,AUSTRALIA,New South Wales,Fraser's Reef,Surfing,M,15,N
765,2010.09.07,Sep,2010,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,M,27,N
766,2010.09.06.R,Sep,2010,Unprovoked,TONGA,Ha'api ,Unknown,Swimming /  Whale Watching,M,24,N
768,2010.09.03.b,Sep,2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N
769,2010.09.03.a,Sep,2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N
770,2010.09.02,Sep,2010,Unprovoked,SOLOMON ISLANDS,Western Province,Unknown,Unknown,M,34,N
771,2010.08.29,Aug,2010,Invalid,BAHAMAS,Exuma Islands,"Off Jaws Beach, New Providence Island",Swimming after boat became disabled,M,43,Y
772,2010.08.18,Aug,2010,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,M,10,N
773,2010.08.17,Aug,2010,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,Surfing,M,31,Y
774,2010.08.14,Aug,2010,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Kayak Fishing,M,45,N
776,2010.08.10,Aug,2010,Unprovoked,SOUTH KOREA,Jeju Province,Jeju Island,Swimming,F,16,N
777,2010.08.08,Aug,2010,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,M,47,N
778,2010.08.07.b,Aug,2010,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,M,25,N
779,2010.08.07.a,Aug,2010,Unprovoked,MALTA,Unknown,"Off Fort St. Elmo, Valetta",Windsurfing,M,35,N
782,2010.08.02.a,Aug,2010,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,F,37,N
783,2010.07.25,Jul,2010,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Standing,M,16,N
784,2010.07.23,Jul,2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,N
785,2010.07.19,Jul,2010,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,10,N
786,2010.07.17.b,Jul,2010,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,F,13,N
787,2010.07.17.a,Jul,2010,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,55,N
788,2010.07.16.b,Jul,2010,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, G�ldar",Swimming,M,9,N
791,2010.07.04,Jul,2010,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Snorkeling,F,21,N
792,2010.07.03,Jul,2010,Provoked,USA,New York,Off Long Island,Fishing,M,20,N
793,2010.07.02.b,Jul,2010,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,N
794,2010.07.02.a,Jul,2010,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,M,48,N
795,2010.06.27,Jun,2010,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,N
796,2010.06.25.b,Jun,2010,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,F,6,N
797,2010.06.25.a,Jun,2010,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,F,13,N
798,2010.06.15,Jun,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,17,N
799,2010.06.10,Jun,2010,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18,N
800,2010.06.06,Jun,2010,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,M,40,N
802,2010.05.30,May,2010,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,49,N
803,2010.05.18.c,May,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Rescuing,F,58,N
804,2010.05.18.b,May,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,60,N
806,2010.05.03,May,2010,Unprovoked,MADAGASCAR,Antsiranana Province," Ambatolaoka, Nosy Be Island",Scuba diving,M,59,N
807,2010.05.01,May,2010,Unprovoked,USA,Florida,New Smyrna Beach,Wading,F,10,N
808,2010.04.28,Apr,2010,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,N
809,2010.04.19,Apr,2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,68,N
810,2010.04.13,Apr,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,35,N
811,2010.04.04,Apr,2010,Unprovoked,EGYPT,Sinai Peninsula,Sharm el-Sheikh ,Swimming / treading water,M,24,N
812,2010.03.27,Mar,2010,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,M,34,N
815,2010.02.15,Feb,2010,Unprovoked,FIJI,Off Vanua Levu,Nara Reef,Scuba diving,M,19,Y
816,2010.02.13,Feb,2010,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Snorkeling,F,60,N
817,2010.02.11,Feb,2010,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,M,46,N
819,2010.02.06.b,Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,M,18,N
821,2010.02.04,Feb,2010,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),M,31,Y
822,2010.02.03,Feb,2010,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,Y
823,2010.02.01,Feb,2010,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,F,14,N
824,2010.01.30,Jan,2010,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,M,29,N
826,2010.01.22.b,Jan,2010,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,M,54,N
828,2010.01.12,Jan,2010,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Standing,M,37,Y
829,2010.01.09.d,Jan,2010,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,F,9,N
833,2010.01.06,Jan,2010,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32,N
835,2009.12.29,Dec,2009,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,Wading,M,20,N
836,2009.12.26,Dec,2009,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,55,N
837,2009.12.22,Dec,2009,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,M,27,N
839,2009.12.20.a,Dec,2009,Unprovoked,AUSTRALIA,Queensland,Lamont Reef,Spearfishing,M,18,N
840,2009.12.18,Dec,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Paddling on kneeboard,M,22,Y
842,2009.12.16,Dec,2009,Unprovoked,NEW ZEALAND,South Island,Clark Island,Swimming to shore from capsized kayak,M,24,Y
843,2009.12.13,Dec,2009,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,M,39,N
845,2009.12.06,Dec,2009,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,N
846,2009.11.25,Nov,2009,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,N
847,2009.11.24,Nov,2009,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,N
848,2009.11.16.b,Nov,2009,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,N
849,2009.11.16.a,Nov,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,N
850,2009.11.13,Nov,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,N
851,2009.11.11,Nov,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N
852,2009.11.08,Nov,2009,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,25,N
853,2009.11.05,Nov,2009,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,N
854,2009.10.30,Oct,2009,Unprovoked,AUSTRALIA,Victoria,Portland,Kayaking,M,27,N
856,2009.10.28,Oct,2009,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17,N
858,2009.10.19,Oct,2009,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,N
859,2009.10.18,Oct,2009,Unprovoked,PANAMA,Bocas,Playa La Caba�a ,Wading,F,10,N
860,2009.10.17,Oct,2009,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,N
861,2009.10.14.R,Oct,2009,Unprovoked,AUSTRALIA,Western Australia,Unknown,Diving,M,23,N
863,2009.10.02,Oct,2009,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,N
867,2009.09.13,Sep,2009,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",Unknown,M,34,Y
868,2009.09.12,Sep,2009,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,Y
869,2009.09.07,Sep,2009,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,Y
873,2009.08.29,Aug,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,Y
874,2009.08.25,Aug,2009,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,N
876,2009.08.10,Aug,2009,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,N
878,2009.08.01,Aug,2009,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,N
879,2009.07.31,Jul,2009,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,N
880,2009.07.30,Jul,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,N
881,2009.07.29,Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,N
883,2009.07.24.b,Jul,2009,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,N
884,2009.07.24.a,Jul,2009,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,N
885,2009.07.22.b,Jul,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,N
886,2009.07.22.a,Jul,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,N
887,2009.07.18,Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,N
890,2009.07.07,Jul,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,N
891,2009.07.05,Jul,2009,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,N
892,2009.07.04,Jul,2009,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,N
893,2009.06.27,Jun,2009,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,N
894,2009.06.21,Jun,2009,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,N
895,2009.06.16,Jun,2009,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,N
899,2009.06.01,Jun,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,Y
900,2009.05.31,May,2009,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,N
902,2009.05.17,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,N
903,2009.05.16.b,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,N
904,2009.05.16.a,May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,N
905,2009.05.12,May,2009,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,N
906,2009.05.06,Mar,2009,Provoked,BAHAMAS,Exuma Islands,Unknown,Spearfishing,M,48,N
909,2009.04.21,Apr,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,N
910,2009.04.20,Apr,2009,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,N
911,2009.04.19,Apr,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,N
912,2009.04.12,Apr,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surf skiing ,M,40,N
913,2009.04.17.,Apr,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,N
914,2009.04.11,Apr,2009,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,N
915,2009.04.06.b,Apr,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,24,Y
917,2009.04.03,Apr,2009,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,N
918,2009.03.27,Mar,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing ,M,59,N
919,2009.03.21,Mar,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,Y
920,2009.03.20,Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,N
923,2009.03.18.a,Mar,2009,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,N
925,2009.03.17,Mar,2009,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,N
926,2009.03.16.R,Mar,2009,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,21,N
927,2009.03.06,Mar,2009,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,Y
928,2009.03.02,Mar,2009,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,N
930,2009.03.01.a,Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,N
933,2009.02.12,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,N
934,2009.02.11,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",M,31,N
936,2009.02.07.b,Feb,2009,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,N
938,2009.01.27.R,Jan,2009,Provoked,AZORES,Unknown,Onboard the fishing vessel Nuevo Cedes ,Fishing,M,49,N
939,2009.01.26.R,Jan,2009,Invalid,BRAZIL,Unknown,Praia do Olho d'Aqua,Unknown,M,17,Y
940,2009.01.25,Jan,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,15,N
